term,score
habitaciones sencillas,0.002638271372764519
hotel instalaciones,0.002638271372764519
estancia hotel,0.002638271372764519
san cristobal,0.0026349356705828624
vista increíble,0.0026109589102532938
comida horrible,0.0025876857756439854
precio razonable,0.0025874723227380073
calidad alimentos,0.002564476202452995
zona playa,0.0025631270366708626
hotel lugar,0.0025411267016420087
estancia agradable,0.0025411267016420087
check out,0.0025411267016420083
vista laguna,0.002539058060491615
cerca playa,0.002515986542534791
personal excelente,0.002515986542534791
niños pequeños,0.0025154791404468175
tarjeta crédito,0.002491335737560845
desayuno almuerzo,0.0024913357375608448
playa hotel,0.002469536678048134
24 horas,0.002469536678048134
servicial amable,0.002469536678048134
habitaciones bonitas,0.002469536678048134
hotel servicio,0.0024695366780481337
playa tulum,0.002467174578998759
playa privada,0.0024443046023884364
media hora,0.002443503359967841
puedes encontrar,0.002443503359967841
restaurante hotel,0.0024195617647909677
baño habitación,0.0023979639057081295
cama doble,0.0023979639057081295
cama king,0.0023979639057081295
reservado habitación,0.0023979639057081295
habitación pequeña,0.0023979639057081295
hotel pequeño,0.0023979639057081295
alojamos noche,0.0023979639057081295
cama cómoda,0.0023979639057081295
comida increíble,0.0023953084573014494
servicio pésimo,0.0023953084573014494
única queja,0.0023726399467838793
20 años,0.002372639946783879
duda volveremos,0.0023715449728049856
comida normal,0.002348271605018683
tuvimos pedir,0.002347805109918429
restaurante servicio,0.002347805109918429
lugar servicio,0.00232345968692563
tacos pescado,0.002311781295729995
lejos centro,0.002300992567295415
personal grosero,0.0022760657644902127
ruinas tulum,0.0022392668555437354
pasamos noches,0.002229362455505334
sentir casa,0.002229362455505334
dólares noche,0.002229362455505334
ubicación perfecta,0.0022293624555053335
40 minutos,0.0022042223128949036
comida lugar,0.002181254458825593
corta distancia,0.0021798141662741077
bares restaurantes,0.0021798141662741077
habitaciones básicas,0.002157749603005083
habitación cama,0.002157749603005083
posada mar,0.002157749603005083
llegamos habitación,0.002157749603005083
disfrutamos estancia,0.002157749603005083
desayuno buffet,0.002157749603005083
teníamos habitación,0.002157749603005083
camas duras,0.002157749603005083
quedamos decepcionados,0.002132638968239504
restaurante playa,0.002132638968239504
hermosa playa,0.002132223773149345
restaurante comida,0.002132223773149345
bar restaurante,0.0021080173990824912
45 minutos,0.0020865936236951895
valle bravo,0.0020838851874988313
trip advisor,0.0020838851874988313
falta mantenimiento,0.002060951500554944
playa piscina,0.002060951500554944
correo electrónico,0.002060951500554944
temporada baja,0.0020602426262875304
lugar lleno,0.0020429260788497523
hotel restaurante,0.002036237949385147
patatas fritas,0.0020218290246232593
agua cristalina,0.0020144276303324356
lugar tranquilo,0.0020120136396171305
atención servicio,0.001989281308604505
hotel lleno,0.001989281308604505
excelente hotel,0.001989281308604505
cambiaron habitación,0.001989281308604505
buffet desayuno,0.001989281308604505
agradable hotel,0.001989281308604505
playa bonita,0.0019882788638134787
pesos persona,0.0019705747702990816
lugar mágico,0.001964475808739051
mala gana,0.001964475808739051
tiendas restaurantes,0.001964475808739051
lugar excelente,0.0019422790885398713
comida caro,0.001940159434171195
calidad servicio,0.001940159434171195
ciudad méxico,0.0019200146783767964
encantó hotel,0.0019176283839757498
hotel tranquilo,0.0019176283839757498
incluye desayuno,0.0019176283839757498
conexión wi,0.0019176283839757498
recomiendo hotel,0.0019176283839757498
habitación daba,0.0019176283839757498
personal restaurante,0.0019176283839757498
habitación servicio,0.0019176283839757498
olor humedad,0.0019176283839757498
ruinas palenque,0.0019176283839757498
instalaciones limpias,0.0019176283839757498
estuvimos noche,0.0019176283839757498
zona piscina,0.0019176283839757498
acondicionado habitación,0.0019176283839757498
booking com,0.0019176283839757498
suite junior,0.0019176283839757498
comida precios,0.001916332477237814
calle principal,0.001916332477237814
comida estupenda,0.001916332477237814
lugar comer,0.0018982409808025625
30 minutos,0.0018982409808025625
difícil encontrar,0.0018929952311110055
restaurante excelente,0.0018927309687076733
visita obligada,0.001876958292565351
hablaba inglés,0.0018683225627105066
bonita vista,0.0018444034580903112
servicio atento,0.0018444034580903112
lugar pequeño,0.0018259247017866091
restaurante desayuno,0.0018210034208627562
ubicación excelente,0.0018210034208627562
hospedamos hotel,0.0018210034208627562
restaurante bar,0.0018210034208627562
mejores opciones,0.0018209739477853164
montón gente,0.0017980343255671958
pasar tiempo,0.0017980343255671958
servicio impecable,0.001796503016782549
pésima atención,0.001796503016782549
lugar perfecto,0.001796503016782549
sillas playa,0.001796503016782549
desayuno comida,0.001796503016782549
temporada alta,0.0017724917978896996
baja calidad,0.0017724917978896996
lugar playa,0.0017724917978896996
experiencia servicio,0.0017724917978896996
ubicación cerca,0.0017492931567838685
comida hotel,0.0017492931567838685
na balam,0.0017492931567838685
vistas mar,0.0017492931567838685
ventilador techo,0.0017492931567838685
lugar alojarse,0.0017492931567838685
limpio personal,0.0017492931567838685
hora media,0.0017489700568967845
club playa,0.0017489700568967845
lugar ideal,0.0017489700568967845
comida bebida,0.0017259380873466048
vista océano,0.0017247007879401901
lugar descansar,0.0017247007879401901
pena viaje,0.001703396183617016
comida calidad,0.0017005974881746362
visitar lugar,0.0016813446409219268
hotel malo,0.0016776001680506903
habitación amplia,0.0016776001680506903
muebles viejos,0.0016776001680506903
habitación vistas,0.0016776001680506903
ubicación inmejorable,0.0016776001680506903
limpias cómodas,0.0016776001680506903
bonita piscina,0.0016776001680506903
pequeño hotel,0.0016776001680506903
cama dura,0.0016776001680506903
toallas viejas,0.0016776001680506903
amable habitaciones,0.0016776001680506903
semana hotel,0.0016776001680506903
camas almohadas,0.0016776001680506903
hotel cerca,0.0016776001680506903
caja seguridad,0.0016776001680506903
desayuno continental,0.0016776001680506903
cerca piscina,0.0016776001680506903
playa habitaciones,0.0016776001680506903
chica recepción,0.0016776001680506903
minutos centro,0.0016776001680506903
hotel lindo,0.0016776001680506903
habitaciones piscina,0.0016776001680506903
estuvimos noches,0.0016776001680506903
habitaciones vista,0.0016776001680506903
recepción amable,0.0016776001680506903
acceso playa,0.0016769835499639719
tomar fotos,0.0016597837553159072
bebidas comida,0.0016538592666198498
comida atención,0.0016538592666198498
playa lugar,0.0016529158677485107
comida comida,0.0016287205204832788
cerca ruinas,0.0016287205204832788
justo plaza,0.0016287205204832788
huevos revueltos,0.0016287205204832788
restaurantes tiendas,0.0016287205204832788
precios altos,0.0016090808419589435
lugar limpio,0.0016050144184975028
ubicado centro,0.0016050144184975028
ambiente tranquilo,0.0016050144184975028
comer restaurante,0.0015817978548795695
tuve oportunidad,0.0015817978548795695
recomiendo ampliamente,0.0015817978548795695
precio pagamos,0.0015811482477752002
excelente personal,0.0015811482477752002
centro san,0.0015811482477752002
frente hotel,0.0015811482477752002
200 pesos,0.0015590711235442048
excelente vista,0.0015568608863590586
tuvimos problema,0.0015568608863590586
restaurante precios,0.0015568608863590586
visita ruinas,0.0015568608863590586
viaje isla,0.0015330626540277078
semana santa,0.0015330626540277078
ambiente relajado,0.00150975384363389
tuvimos oportunidad,0.00150975384363389
villa rolandi,0.001509397919591834
momento llegamos,0.001509397919591834
costo beneficio,0.001509397919591834
actitud servicio,0.001509397919591834
bar piscina,0.001509397919591834
instalaciones viejas,0.001509397919591834
taza café,0.001509397919591834
tapones oídos,0.001509397919591834
desayuno rico,0.001509397919591834
hotel hotel,0.001509397919591834
áreas comunes,0.001509397919591834
vista jardín,0.001509397919591834
ruido calle,0.001509397919591834
comer lugar,0.001486934748859739
servicio calidad,0.0014850185773564535
amable comida,0.0014850185773564535
agua embotellada,0.0014850185773564535
desayuno cena,0.0014850185773564535
caro ofrecen,0.0014850185773564535
excelente calidad,0.0014850185773564535
puesta sol,0.0014850185773564535
agradable personal,0.0014850185773564535
precio accesible,0.0014611282480820865
agua fresca,0.0014611282480820865
general lugar,0.0014611282480820865
caro vale,0.0014611282480820865
deliciosa comida,0.0014611282480820865
pesos mexicanos,0.0014611282480820865
mala atención,0.0014611282480820865
recomiendo lugar,0.001437727224382111
lugar pasar,0.001437727224382111
fines semana,0.001437727224382111
reservamos hotel,0.0014376648747800353
fi habitaciones,0.0014376648747800353
ruido habitaciones,0.0014376648747800353
pusieron habitación,0.0014376648747800353
habitaciones espaciosas,0.0014376648747800353
abrir puerta,0.0014376648747800353
habitación estándar,0.0014376648747800353
estancia noches,0.0014376648747800353
room service,0.0014376648747800353
hotel general,0.0014376648747800353
alojamos semana,0.0014376648747800353
reservé hotel,0.0014376648747800353
acondicionado funcionaba,0.0014376648747800353
tamaño king,0.0014376648747800353
hoteles cadena,0.0014376648747800353
toallas baño,0.0014376648747800353
hotel vista,0.0014376648747800353
hotel familiar,0.0014376648747800353
hotel duda,0.0014376648747800353
ubicación estupenda,0.0014376648747800353
señal wifi,0.0014376648747800353
ducha agua,0.0014376648747800353
servicio limpieza,0.0014376648747800353
duda hotel,0.0014376648747800353
privilege aluxes,0.0014376648747800353
hotel parecía,0.0014376648747800353
hotel lujo,0.0014376648747800353
habitación cerca,0.0014376648747800353
junior suite,0.0014376648747800353
hotel barato,0.0014376648747800353
alojamos habitación,0.0014376648747800353
agua habitación,0.0014376648747800353
habitación limpio,0.0014376648747800353
camas matrimoniales,0.0014376648747800353
recepción restaurante,0.0014376648747800353
recepción pedir,0.0014376648747800353
habitaciones excelente,0.0014376648747800353
cantidad dinero,0.0014376648747800353
ubicado cerca,0.0014376648747800353
precio habitación,0.0014376648747800353
viejo descuidado,0.0014376648747800353
caliente ducha,0.0014376648747800353
servicio recepción,0.0014376648747800353
hotel isla,0.0014376648747800353
hotel cómodo,0.0014376648747800353
habitación cómoda,0.0014376648747800353
cambio habitación,0.0014376648747800353
wifi habitación,0.0014376648747800353
cómodas limpias,0.0014376648747800353
hotel precioso,0.0014376648747800353
alojado hotel,0.0014376648747800353
hotel precio,0.0014376648747800353
king size,0.0014376648747800353
habitaciones camas,0.0014376648747800353
pueblo mágico,0.001414815799718504
20 pesos,0.001414815799718504
sirve comida,0.0014131935850362697
pena dinero,0.0014131935850362697
agencia viajes,0.0014131935850362697
vistas océano,0.0014131935850362697
ubicación genial,0.0014131935850362697
atento amable,0.0014131935850362697
comida cara,0.0014131935850362697
único inconveniente,0.0014131935850362697
cultura maya,0.001392394268380525
pena visitar,0.001392394268380525
próxima visita,0.0013892111921944665
10 años,0.0013892111921944665
vista impresionante,0.0013892111921944665
llegar lugar,0.0013892111921944665
entorno precioso,0.0013892111921944665
pequeño lugar,0.0013657179886465696
visita guiada,0.0013427142676211315
comer comida,0.0013427142676211315
servicio transporte,0.0013413859009585364
estilo colonial,0.0013413859009585364
personas trabajan,0.0013413859009585364
variedad alimentos,0.0013413859009585364
único problema,0.0013413859009585364
playa frente,0.0013413859009585364
alojamos hotel,0.0013413859009585364
10 pm,0.0013413859009585364
agradable servicio,0.0013202003231718225
100 pesos,0.0013202003231718225
frente plaza,0.00131731147791
pasamos maravilla,0.00131731147791
restaurante vista,0.00131731147791
cerca plaza,0.00131731147791
silla ruedas,0.00131731147791
tienes pagar,0.00131731147791
comida sabrosa,0.001293726127946161
excelente opción,0.001293726127946161
lugares comer,0.00127063014405643
experiencia única,0.00127063014405643
playa hermosa,0.00127063014405643
hotel justo,0.001269595516696494
pasamos noche,0.001269595516696494
edificio antiguo,0.001269595516696494
restaurante sirve,0.001269595516696494
aspecto negativo,0.001269595516696494
novio alojamos,0.001269595516696494
instalaciones atención,0.001269595516696494
cabañas tulum,0.001269595516696494
playa cerca,0.001269595516696494
agradable habitaciones,0.001269595516696494
comida variada,0.001269595516696494
jardines preciosos,0.001269595516696494
esposa alojamos,0.001269595516696494
superó expectativas,0.001269595516696494
cuadras centro,0.001269595516696494
relación costo,0.001269595516696494
personal servicio,0.001269595516696494
hora salida,0.001269595516696494
pet friendly,0.001269595516696494
botellas agua,0.001269595516696494
hotel ve,0.001269595516696494
restaurante personal,0.001269595516696494
pirámide sol,0.001248023820072821
servicio lugar,0.001248023820072821
comida típica,0.001248023820072821
agua clara,0.001248023820072821
comida sabor,0.001248023820072821
alimentos bebidas,0.0012454290967788906
desayuno mañana,0.0012454290967788906
tuvimos mala,0.0012454290967788906
fácil acceso,0.0012454290967788906
excelente restaurante,0.0012454290967788906
puedes caminar,0.0012454290967788906
grupo personas,0.0012454290967788906
precio alto,0.0012454290967788906
00 am,0.0012454290967788906
lugar vista,0.0012217516338042772
restaurante bonito,0.0012217516338042772
mala suerte,0.0012217516338042772
hermosa vista,0.0012217516338042772
recuerdo nombre,0.0012217516338042772
servicio genial,0.0012217516338042772
lugar precioso,0.0012217516338042772
puedes disfrutar,0.0012217516338042772
servicio alimentos,0.0012217516338042772
increíble servicio,0.0012217516338042772
tulum playa,0.0012217516338042772
agradable lugar,0.0011985634205355787
mejores lugares,0.0011985634205355787
ida vuelta,0.0011985634205355787
precios elevados,0.0011985634205355787
lugar maravilloso,0.0011985634205355787
agua azul,0.0011985634205355787
lento comida,0.0011985634205355787
puedes oír,0.001197822423828213
piscina bonita,0.001197822423828213
habitación olía,0.001197822423828213
persona atendió,0.001197822423828213
recepción personal,0.001197822423828213
habitación bonita,0.001197822423828213
cambiar habitación,0.001197822423828213
necesita mantenimiento,0.001197822423828213
hice reserva,0.001197822423828213
chico recepción,0.001197822423828213
alberca climatizada,0.001197822423828213
hotel cumple,0.001197822423828213
precio hotel,0.001197822423828213
asignaron habitación,0.001197822423828213
costo habitación,0.001197822423828213
dispuesto ayudar,0.001197822423828213
alberca pequeña,0.001197822423828213
reservamos suite,0.001197822423828213
tenían habitaciones,0.001197822423828213
alojamos villa,0.001197822423828213
agua cortesía,0.001197822423828213
amplias limpias,0.001197822423828213
habitación balcón,0.001197822423828213
palenque hotel,0.001197822423828213
reservamos habitación,0.001197822423828213
unidad aire,0.001197822423828213
alberca agua,0.001197822423828213
pudimos dormir,0.001197822423828213
aspectos positivos,0.001197822423828213
habitaciones servicio,0.001197822423828213
piscina hotel,0.001197822423828213
llegar habitación,0.001197822423828213
atención recepción,0.001197822423828213
hotel relación,0.001197822423828213
hotel recomiendo,0.001197822423828213
bonito hotel,0.001197822423828213
limpio cómodo,0.001197822423828213
comparado hoteles,0.001197822423828213
llevaron habitación,0.001197822423828213
atencion personal,0.001197822423828213
recepción servicial,0.001197822423828213
habitaciones confortables,0.001197822423828213
habitación comida,0.001197822423828213
hotel ofrece,0.001197822423828213
momento check,0.001197822423828213
estuvimos hotel,0.001197822423828213
recomendaría hotel,0.001197822423828213
cama baño,0.001197822423828213
limpias comida,0.001197822423828213
marido alojamos,0.001197822423828213
personal acogedor,0.001197822423828213
reserva hotel,0.001197822423828213
bufete desayuno,0.001197822423828213
habitación jacuzzi,0.001197822423828213
horas noche,0.001197822423828213
piscina agradable,0.001197822423828213
conexión wifi,0.001197822423828213
habitación planta,0.001197822423828213
hotel camas,0.001197822423828213
mayoría habitaciones,0.001197822423828213
acabamos volver,0.001197822423828213
precio ubicación,0.001197822423828213
experiencia hotel,0.001197822423828213
limpias piscina,0.001197822423828213
hotel comida,0.001197822423828213
limpieza habitación,0.001197822423828213
cuartos limpios,0.001197822423828213
limpieza habitaciones,0.001197822423828213
habitaciones frente,0.001197822423828213
mobiliario viejo,0.001197822423828213
ubicación conveniente,0.001197822423828213
volvería hospedar,0.001197822423828213
mostrador recepción,0.001197822423828213
habitaciones oscuras,0.001197822423828213
habitación superior,0.001197822423828213
pagamos habitación,0.001197822423828213
amable ubicación,0.001197822423828213
estacionamiento hotel,0.001197822423828213
70 pesos,0.0011758647505743828
comida ambiente,0.0011758647505743828
25 pesos,0.0011758647505743828
amable eficiente,0.0011735640403543394
playa restaurante,0.0011735640403543394
súper recomendado,0.0011735640403543394
comida fantástica,0.0011735640403543394
plaza central,0.0011735640403543394
hijo años,0.0011735640403543394
principal ciudad,0.0011735640403543394
recomiendo 100,0.0011735640403543394
queda cerca,0.0011735640403543394
costo extra,0.0011735640403543394
playa agradable,0.0011735640403543394
gastar dinero,0.0011735640403543394
falta servicio,0.0011735640403543394
restaurantes playa,0.0011735640403543394
restaurante aire,0.0011735640403543394
servicio rápido,0.0011536559183488934
playa arena,0.001149794497756411
atención comida,0.001149794497756411
general experiencia,0.001149794497756411
pena precio,0.001149794497756411
tarjetas crédito,0.001149794497756411
almuerzo cena,0.001149794497756411
tanta gente,0.001149794497756411
meseros amables,0.0011265140885693683
servicio regular,0.0011265140885693683
lugar vale,0.0011265140885693683
lugar realmente,0.0011265140885693683
sopa tortilla,0.0011265140885693683
50 pesos,0.0011037231061580995
comida precio,0.0011037231061580995
menú variado,0.0011037231061580995
hotel zona,0.0011017163001978744
estación autobuses,0.0011017163001978744
mala organización,0.0011017163001978744
frente playa,0.0011017163001978744
único detalle,0.0011017163001978744
malas condiciones,0.0011017163001978744
malo lugar,0.0011017163001978744
valet parking,0.0011017163001978744
piscina agua,0.0011017163001978744
papel higiénico,0.0011017163001978744
desayuno delicioso,0.0011017163001978744
agradable servicial,0.0011017163001978744
pesimo servicio,0.0011017163001978744
tuvimos esperar,0.0011017163001978744
cristóbal casas,0.0011017163001978744
personal inglés,0.0011017163001978744
amable personal,0.0011017163001978744
general servicio,0.0011017163001978744
alquilar carrito,0.0011017163001978744
oh sorpresa,0.0011017163001978744
jardines hotel,0.0011017163001978744
zona bar,0.0011017163001978744
hotel ciudad,0.0011017163001978744
pena visita,0.0010814218447257108
lleno gente,0.0010814218447257108
100 recomendable,0.0010778547113434957
laguna bacalar,0.0010778547113434957
precio comida,0.0010778547113434957
increíble comida,0.0010778547113434957
experiencia agradable,0.0010778547113434957
lugar sucio,0.0010778547113434957
comida duda,0.0010778547113434957
tuve pedir,0.0010778547113434957
altamente recomendable,0.0010778547113434957
tuvimos suerte,0.0010778547113434957
restaurante agradable,0.0010778547113434957
lugar tomar,0.0010778547113434957
mayoría gente,0.0010778547113434957
mala comida,0.0010778547113434957
justo frente,0.0010778547113434957
tuvimos experiencia,0.0010778547113434957
mejores playas,0.0010544821396726973
restaurante pequeño,0.0010544821396726973
habíamos pedido,0.0010544821396726973
comida espectacular,0.0010544821396726973
plato principal,0.0010315988783242147
lugar puedes,0.0010315988783242147
agradable vista,0.0010315988783242147
lugar acogedor,0.0010315988783242147
valen pena,0.0010315988783242147
sitio arqueológico,0.0010315988783242147
costo entrada,0.0010315988783242147
vista hermosa,0.0010315988783242147
duda lugar,0.0010315988783242147
variedad comida,0.00102988586787935
definitivamente volvería,0.00102988586787935
reservado hotel,0.00102988586787935
caro servicio,0.00102988586787935
piscina pequeña,0.00102988586787935
cerca hotel,0.00102988586787935
ventana abierta,0.00102988586787935
hice reservación,0.00102988586787935
piscina servicio,0.00102988586787935
bonito cómodo,0.00102988586787935
habitación aire,0.00102988586787935
restaurante mala,0.00102988586787935
quedamos noche,0.00102988586787935
vista hotel,0.00102988586787935
hotel bar,0.00102988586787935
volver casa,0.00102988586787935
único aspecto,0.00102988586787935
comida buffet,0.00102988586787935
mayoría personal,0.00102988586787935
agradable tranquilo,0.00102988586787935
acabo regresar,0.00102988586787935
hotel agua,0.00102988586787935
restaurante caro,0.00102988586787935
playa comida,0.00102988586787935
sonido olas,0.00102988586787935
edificio principal,0.00102988586787935
personal seguridad,0.00102988586787935
habitación oscura,0.00102988586787935
pedimos cambiaran,0.00102988586787935
agua templada,0.00102988586787935
salir hotel,0.00102988586787935
excelente café,0.00102988586787935
cargo adicional,0.00102988586787935
estuvimos semana,0.00102988586787935
área playa,0.00102988586787935
áreas verdes,0.00102988586787935
lejos ciudad,0.00102988586787935
habíamos pagado,0.00102988586787935
desayuno malo,0.00102988586787935
limpio seguro,0.00102988586787935
centro palenque,0.00102988586787935
alojarse hotel,0.00102988586787935
playa increíble,0.00102988586787935
maravillosa playa,0.00102988586787935
habitación vista,0.00102988586787935
vendedores ambulantes,0.0010092052212695617
pena visitarlo,0.0010092052212695617
atención excelente,0.0010059322661079633
botella vino,0.0010059322661079633
mala relación,0.0010059322661079633
duda merece,0.0010059322661079633
recomendaría lugar,0.0010059322661079633
servicio estupendo,0.0010059322661079633
vistas espectaculares,0.0010059322661079633
15 20,0.0010059322661079633
duda mejores,0.0010059322661079633
realmente disfrutamos,0.0010059322661079633
cena noche,0.0010059322661079633
40 min,0.0010059322661079633
lastima lugar,0.0010059322661079633
realmente agradable,0.0010059322661079633
lugar espectacular,0.0010059322661079633
tuve mala,0.0010059322661079633
fruta fresca,0.0010059322661079633
bebidas alcohólicas,0.0010059322661079633
hermoso paisaje,0.0010059322661079633
mala actitud,0.0010059322661079633
restaurante mexicano,0.0010059322661079633
plato fruta,0.0010059322661079633
valía pena,0.0010059322661079633
cristobal casas,0.0010059322661079633
sabor comida,0.0010059322661079633
tomar orden,0.000982467565370567
lugar encantador,0.000982467565370567
coca cola,0.000982467565370567
lugar interesante,0.000982467565370567
disfrutar comida,0.000982467565370567
perder tiempo,0.000982467565370567
comida fresca,0.000982467565370567
atento comida,0.000982467565370567
puedes llegar,0.000982467565370567
vista bonita,0.000982467565370567
puedes dejar,0.0009594920585727499
vista lugar,0.0009594920585727499
platos principales,0.0009594920585727499
excelente ambiente,0.0009594920585727499
directamente hotel,0.0009580727349702859
amplias cómodas,0.0009580727349702859
trato amable,0.0009580727349702859
página web,0.0009580727349702859
habitaciones preciosas,0.0009580727349702859
agradable habitación,0.0009580727349702859
persona recepción,0.0009580727349702859
lugar estacionamiento,0.0009580727349702859
comida restaurantes,0.0009580727349702859
playa centro,0.0009580727349702859
acceso internet,0.0009580727349702859
acondicionado ruidoso,0.0009580727349702859
excelente ubicacion,0.0009580727349702859
habitación alojamos,0.0009580727349702859
gusto hotel,0.0009580727349702859
personal limpieza,0.0009580727349702859
llamar hotel,0.0009580727349702859
acceso directo,0.0009580727349702859
etc restaurante,0.0009580727349702859
servicial restaurante,0.0009580727349702859
habitaciones habíamos,0.0009580727349702859
agua alberca,0.0009580727349702859
desayuno básico,0.0009580727349702859
playa genial,0.0009580727349702859
pedimos cambio,0.0009580727349702859
servicial habitaciones,0.0009580727349702859
habitaciones comodas,0.0009580727349702859
ducha presión,0.0009580727349702859
escucha pasa,0.0009580727349702859
personas habitación,0.0009580727349702859
transporte aeropuerto,0.0009580727349702859
escucha ruido,0.0009580727349702859
pedimos habitación,0.0009580727349702859
entregaron habitación,0.0009580727349702859
instalaciones hotel,0.0009580727349702859
habitaciones decoradas,0.0009580727349702859
cambiaran habitación,0.0009580727349702859
habitación agradable,0.0009580727349702859
habitación agua,0.0009580727349702859
habitaciones tamaño,0.0009580727349702859
ubicación personal,0.0009580727349702859
paredes finas,0.0009580727349702859
comer hotel,0.0009580727349702859
servicio cuarto,0.0009580727349702859
vista habitación,0.0009580727349702859
piso elevador,0.0009580727349702859
altas horas,0.0009580727349702859
ubicación pareció,0.0009580727349702859
bonitas limpias,0.0009580727349702859
mantenimiento hotel,0.0009580727349702859
limpias espaciosas,0.0009580727349702859
baños compartidos,0.0009580727349702859
baño privado,0.0009580727349702859
limpia aire,0.0009580727349702859
baño pequeña,0.0009580727349702859
ubicación centro,0.0009580727349702859
pesos noche,0.0009580727349702859
aeropuerto cancún,0.0009580727349702859
ubicación increíble,0.0009580727349702859
