term,score
llegamos habitación,2.523946213112571
encantó hotel,2.505698882404975
playa habitaciones,2.5052427011998315
habitación amplia,2.4723406862245394
posada mar,2.46251920429821
habitaciones bonitas,2.4591348430137083
limpias cómodas,2.451280664615733
habitación daba,2.442016826594508
recomiendo hotel,2.438113738341565
teníamos habitación,2.436817889059904
chica recepción,2.4343679052831035
zona piscina,2.4319724739078037
ubicado cerca,2.4291650512027116
ubicación playa,2.428740971597422
hotel caro,2.426331197339258
wifi habitación,2.4176464573756995
ubicación perfecta,2.4160187629917145
room service,2.4159791229067893
personal acogedor,2.4079906423776927
recepción amable,2.402947084269628
habitaciones vista,2.3827419176028743
habitaciones excelente,2.3710134446520765
excelente hotel,2.3584551278437487
muebles viejos,2.3454782597860135
servicial amable,2.3414032945204712
atención servicio,2.33779013908512
hotel lugar,2.33336575968455
ubicación cerca,2.3180318602054646
bonita piscina,2.3104158352424804
incluye desayuno,2.309061501477335
habitaciones piscina,2.3081575371328675
hotel cómodo,2.308072053524538
servicio recepción,2.295678262002586
olor humedad,2.2757357331386103
habitación cómoda,2.2645183667769793
cerca piscina,2.2627086242393144
hotel malo,2.2614901704880586
hotel precio,2.2420721899894502
hotel barato,2.2259378077012992
ubicación inmejorable,2.222760807646544
limpieza habitación,2.2208423247242783
hotel cerca,2.219854206152864
semana hotel,2.216851807896526
booking com,2.212684410092305
acondicionado funcionaba,2.212139391083626
agua habitación,2.208243517875924
habitaciones oscuras,2.1875127330160047
pasamos noches,2.1856534135537142
habitación estándar,2.1828932892767132
estuvimos noches,2.1826121893991335
hotel familiar,2.1768946602881063
amable ubicación,2.1753063631072114
recepción restaurante,2.1727884259389123
lugar comida,2.171128187884563
ambiente agradable,2.1689450384954236
correo electrónico,2.1680729819670175
suite junior,2.166343334708261
habitaciones confortables,2.1652766862048702
toallas viejas,2.158902242208425
pequeño hotel,2.1545129627703865
llegar habitación,2.1457328267502964
atencion personal,2.1426431773027983
alberca agua,2.1400636714301404
tacos pescado,2.1398259368616714
cambiar habitación,2.1175623943228077
estancia agradable,2.1112062026127005
hotel vista,2.108320696253733
hoteles cadena,2.1080042135387953
caliente ducha,2.107681186186592
limpias piscina,2.1023014320422826
toallas baño,2.1004426353357313
cómodas limpias,2.0981093345132438
agradable hotel,2.08405092748728
atención recepción,2.0787133782683473
habitaciones espaciosas,2.0751475673580337
comparado hoteles,2.073113883453483
hotel lujo,2.0698304866529678
lugar alojarse,2.057160186003375
24 horas,2.056348116754725
sentir casa,2.0498351338685374
junior suite,2.047576253906868
habitación vistas,2.0406962106135347
habitaciones servicio,2.038036961535063
vistas mar,2.037228109492699
limpieza habitaciones,2.0361462049679147
desayuno continental,2.035003496466297
hotel general,2.0324940419449207
cambio habitación,2.030046431942285
habitación limpio,2.026227918707774
playa hotel,2.023401916058947
alojamos semana,2.0220720603587377
fi habitaciones,2.011594448442603
ubicación estupenda,2.0099494833970244
caja seguridad,2.008408625399758
hotel duda,2.007814106658159
asignaron habitación,1.9985527600789736
ruido habitaciones,1.9942771712892329
playa piscina,1.9870573064934507
escucha ruido,1.9753948684819504
hotel puedes,1.973470915600944
excelente ubicacion,1.971876305813189
check out,1.9559680695444142
encontrar hotel,1.9542381906928983
servicio restaurante,1.9515433699476312
atención personal,1.9414822070626772
bonito habitaciones,1.941055031286702
conexión wifi,1.939718302939721
habitaciones camas,1.937770797748064
palenque hotel,1.9375491357428967
buffet desayuno,1.9362513958743321
habitación jacuzzi,1.9307472923103957
recepción servicial,1.9272570092668688
chico recepción,1.9255654852715622
servicio limpieza,1.9238807751310025
precio habitación,1.9143334384371784
comida hotel,1.9045358593381692
necesita mantenimiento,1.9035273468551073
alberca climatizada,1.8922397540122669
pusieron habitación,1.880895579541982
dólares noche,1.8787821807993816
habitación cerca,1.8746156610609745
momento check,1.8726958245404606
persona atendió,1.8693928082302744
volvería hospedar,1.8685650365538025
alberca pequeña,1.8682931240093419
amplias limpias,1.8673903866175567
hotel parecía,1.8623831228342769
reservé hotel,1.8564002374867667
habitación superior,1.8562053022412257
habitación olía,1.8555745100219292
estancia noches,1.8511774709362594
estacionamiento hotel,1.8508833069476411
ducha agua,1.846139975811848
viejo descuidado,1.8311240534627755
pudimos dormir,1.8225084271247547
bonito hotel,1.8200746994987327
patatas fritas,1.811519344249599
cantidad dinero,1.806384456051545
puedes oír,1.804789482588893
alojamos habitación,1.788423129436604
amplias cómodas,1.7868759468588653
king size,1.7862661969139868
hotel lleno,1.7831403362533744
dispuesto ayudar,1.7776685239247663
hotel ofrece,1.7753646025873069
hotel isla,1.7689099698745028
tipo hotel,1.7651705074144242
camas matrimoniales,1.7633635462221156
comida restaurantes,1.7623531875578262
hotel descansar,1.7594889341125262
visita obligada,1.7594793607511408
falta mantenimiento,1.7583152448718877
hotel recomiendo,1.7527739352294993
escucha pasa,1.7449663677830518
servicio cuarto,1.741394228775901
hotel comida,1.7359427435651056
señal wifi,1.7327031001962256
alojado hotel,1.7320343936366425
gente amable,1.7311295260738415
habitaciones comodas,1.7306575922587544
hoteles precio,1.7305816567901733
hotel relación,1.7302954077961448
mayoría habitaciones,1.7224867411119575
tamaño king,1.7217881830881288
privilege aluxes,1.7201643748816413
hoteles zona,1.7007245245384432
habitación ventana,1.6965002338079007
hotel cumple,1.693178147968501
horas noche,1.6917807602933153
lugar comer,1.6864673623053024
abrir puerta,1.6825112716315074
alberca sucia,1.676679914875078
botellas agua,1.6760421957819482
experiencia hotel,1.6730920931462196
recomendaría hotel,1.6702423830511361
ubicación conveniente,1.665116872900865
recepción pedir,1.6592999608949008
lejos centro,1.6588507974531823
piscina bonita,1.6588337176904357
hotel playa,1.6570595618513302
respetaron reservación,1.6533036813059079
reservamos hotel,1.6495315128788994
mobiliario viejo,1.6484835671063915
hotel precioso,1.6452961542679725
ubicación centro,1.6446983371476933
hotel camas,1.6440335899935814
hotel hotel,1.6426243389953046
lugar pequeño,1.624199711621555
habitación comida,1.6225628501472877
habitación agradable,1.6204851605845079
ruinas tulum,1.619756384082406
decoración habitaciones,1.6194234607625737
hotel deja,1.6188724740184068
alojamos villa,1.616909325530594
estuvimos hotel,1.6160604467391888
comer hotel,1.607510372576131
servicial restaurante,1.6073037579318439
gusto hotel,1.6062831410032974
habitación bonita,1.6003703111370644
restaurante alberca,1.5991447395680636
mostrador recepción,1.597747193699593
amable habitación,1.5878406366134725
cama baño,1.5863342510705216
bufete desayuno,1.5863249355147637
cómodas baño,1.5811884303761414
playa centro,1.5811715549763758
hice reserva,1.5811630996007573
momento llegamos,1.5811003021992602
na balam,1.5794487664107513
habitación balcón,1.5748151373527428
pet friendly,1.574345783452951
precio ubicación,1.5708460757865839
limpias comida,1.5678800619036246
reservamos habitación,1.5641600791005492
baño privado,1.558820631216815
hotel problema,1.5586780897243464
ruido noche,1.5579257563636058
habitación planta,1.5536120411233298
áreas comunes,1.5531529392244985
cuartos amplios,1.5519226892857882
tenían habitaciones,1.5504709589753913
piscina agradable,1.5496819583126453
comida rica,1.5479450286599896
desayuno gratis,1.5475029667500004
hotel hospedado,1.5446248674059166
internet funciona,1.5435485038391852
costo habitación,1.5417507391657104
acondicionado habitaciones,1.5413270314181973
taza café,1.541223933892186
hotel perfecto,1.5400678326400972
reserva habitación,1.539134656167122
personal agradable,1.5390055189734824
habitación doble,1.5379906534776024
servicial habitaciones,1.5363638667963029
servicio habitaciones,1.5353596306524675
superó expectativas,1.5347732022843459
recepción personal,1.5305266857390958
ventilador techo,1.530373405548843
limpio baño,1.5263824266266643
baños compartidos,1.5243227725045256
comida servicio,1.5218082252156124
restaurante sirve,1.5209289661862324
habitaciones tamaño,1.5169583554907438
caro ofrece,1.507890630829898
pedimos cambio,1.5076841341651452
isla mujeres,1.5070865189222242
precios accesibles,1.4990147353326648
actitud servicio,1.4988603968018888
habitación frente,1.4971805893971766
limpio cómodo,1.497155904138613
habitación sucia,1.4959887291389276
desayuno rico,1.4935502291389509
piscina hotel,1.486100897209898
20 años,1.4847299750316605
reservamos suite,1.4845271066488215
instalaciones viejas,1.4833960616553075
playa norte,1.4820099173445138
marido alojamos,1.4818905452132294
agua cortesía,1.481662250366597
salir buscar,1.481098992816489
imposible dormir,1.480933633913712
habitación personal,1.480042774258173
acceso internet,1.47990154590451
hotel sencillo,1.4786836986926033
críticas anteriores,1.4784025361837942
habitación sencilla,1.4741628813196734
precio hotel,1.469811661642601
hotel super,1.4692833461094796
quinta don,1.4668396816568192
alojé noches,1.4639264553301299
unidad aire,1.461763047356175
bonito áreas,1.460634620214977
servicios hotel,1.4587368355255421
trato amable,1.4506046999939821
tapones oídos,1.4500909663385084
llevaron habitación,1.450052640535214
pagamos habitación,1.4487475769839295
habitación familiar,1.4457067273222715
única queja,1.4455625628313375
costo beneficio,1.4419169025723988
paredes finas,1.4409016217380477
falta limpieza,1.4398549836072045
comida excelentes,1.4363649348364942
cosas hotel,1.4363217548983422
excelente gracias,1.4354310354843651
seguro personal,1.4341936976092953
pésimo hotel,1.431987597619856
wifi disponible,1.4303269914204333
hotel estilo,1.4295866033708096
acceso directo,1.4281946292464451
habitaciones frente,1.4263893960616376
jardines hermosos,1.4260856438222174
limpias espaciosas,1.4244644906171824
limpias camas,1.4240852461650548
alberca restaurante,1.4225860909842922
ubicación pareció,1.4200140659180829
camas incómodas,1.4192427019497131
bar piscina,1.4181367217465286
limpia aire,1.4165229993457573
lugar alberca,1.4159116861061118
agua templada,1.4140242031770094
centro cerca,1.4136955139504808
minutos caminando,1.4106185840006389
hotel llegar,1.4105588168394487
área alberca,1.4097775500736218
resto hotel,1.4090400977248125
habitación reservamos,1.406025870488926
servicio amenidades,1.4057661422772245
autobuses ado,1.405580945689044
volver casa,1.4054471952466188
acabamos volver,1.4052346606351431
familia habitaciones,1.401277614670776
comida mexicana,1.399331085905568
aspectos positivos,1.3895199856628802
fotos habitaciones,1.3884537632138805
bonitas limpias,1.3878126942404818
habitaciones escucha,1.3866155815457282
café té,1.3845911820047854
ubicación increíble,1.3836227394999692
noches habitación,1.3818951435308866
vista jardín,1.3809250330562057
secador pelo,1.3807613168865807
alberca techada,1.3807284009210785
agradable descansar,1.379779113918367
servicio rápido,1.3796945284806061
baño pequeña,1.378895873738961
staff amable,1.3787147651123055
agradable piscina,1.37849161566927
mantenimiento hotel,1.3756476311936878
cama queen,1.3753695050736732
entregaron habitación,1.3745916959557778
llegue hotel,1.373672992802723
restaurante desayuno,1.3730944323677174
volvería quedar,1.3715026655369522
encantador hotel,1.370406778921985
recepción habitación,1.369224326704022
estacionamiento pequeño,1.3684029486555087
merece pena,1.3672349039699863
front desk,1.3671106128219799
reserva hotel,1.3665212751731917
alberca limpia,1.3660605688675713
hotel categoría,1.3652535206561842
precio paga,1.3646729841562544
hotel pasar,1.3646237049286793
limpia espaciosa,1.362012717790554
limpio personal,1.3611951080696896
piso elevador,1.359741858304763
agua alberca,1.3570844534966695
relación costo,1.3569908472669874
lugar bonito,1.3556859193353563
baño cuarto,1.3502146299230233
personas habitación,1.3499701513361084
esposa alojamos,1.348368565164822
agradable habitación,1.3466942190621032
mejores hoteles,1.3457653170154695
desayuno básico,1.3441159025401817
transporte aeropuerto,1.343435758738572
hotel atención,1.3431912551044631
camas comodas,1.3425864109516472
problema habitación,1.342464258324982
habitación aire,1.3410873119135127
cómodas habitaciones,1.3409859294631727
colchones viejos,1.3403840375502392
hotel necesita,1.3370176973354018
gracias chicos,1.333613772658158
tercer piso,1.3331669640330845
persona recepción,1.3289861801711835
ciudad cerca,1.3258906908564763
noche desayuno,1.3243265336135885
personal ubicación,1.3242570441301935
ubicación habitación,1.3235729432240513
hotel feo,1.3223253300858375
tomar fotos,1.3221955863079997
agradable restaurante,1.3174169985992288
relativamente cerca,1.3162755283769214
restaurante buffet,1.3148693829122062
área piscina,1.3140141980141742
cerrar puerta,1.313526698286108
restaurante playa,1.3125829758619099
hotel excelentes,1.3107372460531446
acondicionado servicio,1.305174617284611
agua regadera,1.3043932169492105
pedimos habitación,1.3036961012695727
hotel vas,1.2995680112533743
limpio básico,1.2983599483794288
rica habitaciones,1.2971856457627569
control remoto,1.29527527044077
habitaciones preciosas,1.2938632997871737
acondicionado ventilador,1.2934255193270174
servicio wifi,1.2925283898774493
hotel falta,1.2923362333871342
clase hotel,1.289909263680243
planeando viaje,1.2890658514646183
baño limpio,1.2881492503247773
cerca playa,1.2870405504427962
hotel vale,1.2867700498831915
instalaciones atención,1.2867313561968894
noche cabañas,1.2858344710719147
salía agua,1.2852113423554827
etc restaurante,1.2822164542992054
habitación desayuno,1.281878891800854
restaurante personal,1.2812558393089373
habitación simple,1.2782990319302172
habitación viejo,1.2780302257782292
personal limpieza,1.2770793889811078
relajarse descansar,1.276664579846695
costo precio,1.2761452524723997
espera hotel,1.276044406539984
cuadras centro,1.275532782445916
corresponde precio,1.2748208261403713
lugar lleno,1.2733940059007605
playa privada,1.272298610122924
cambiamos habitación,1.2713918400672441
jardines piscina,1.268477709851308
limpias habitaciones,1.2672109721669433
familiar propiedad,1.266919396444313
habitaciones agradables,1.2660657815498821
amable dispuesto,1.2652852980195308
ubicación excelente,1.2651087491114534
lugar habitaciones,1.2645139377850452
recomendado amigos,1.2633433838745451
guardia seguridad,1.262701085714275
lugar habitación,1.262537518580973
instalaciones hotel,1.2623673683831471
hotel único,1.2562385182903022
tina baño,1.2552873601679448
hotel servicios,1.2549315447041671
almohadas altas,1.2547281941800288
pesos persona,1.254434224083482
habitación funcionaba,1.2541522946000796
estuvimos semana,1.2532404514419595
playa cerca,1.2529341816043438
habitación alojamos,1.2527574291548682
tv wifi,1.25220930769287
clases yoga,1.2516976464372147
precio pagado,1.2504517074583574
habitación excelente,1.250258248849766
area alberca,1.2501847109975033
suite vista,1.24927176178154
familia alberca,1.2487853806051763
resto habitación,1.2481156413991923
cambiaran habitación,1.2467642386365294
amable personal,1.2443699389814518
habitación piscina,1.2437702818809189
pésima calidad,1.2435948100873024
sábanas sucias,1.2433803522669538
nivel servicio,1.2416728507391146
cama extra,1.2398679291150183
hotel dormir,1.2386165469435795
wifi funciona,1.2378415431336331
complejo turístico,1.2375478816547612
habitación zona,1.2364138949099837
cuarto aire,1.2364115806010978
sábanas tenían,1.2310923572958865
habitaciones ven,1.2308400878323233
master suite,1.2302571614577285
llamar recepción,1.229681386428357
servicio recepcionista,1.2296652062270643
recepción atención,1.2294292547347954
ducha presión,1.2253925133285715
habitaciones aire,1.225376018506474
hotel tiempo,1.2253366689672351
resorts incluido,1.224132424998411
bonitas habitaciones,1.2240036523684519
acondicionado ruidoso,1.2230834060470768
restaurante bar,1.2222104481755565
reef club,1.2220301655420998
avalon reef,1.2220301655420998
pasamos noche,1.219221623460784
limpieza mala,1.2188852213033012
super amable,1.218113748490665
habitación incluye,1.2174354295906922
hotel tulum,1.2150465014496499
agradable desayuno,1.2147934034517245
aeropuerto cancún,1.2125392043157577
habitaciones habíamos,1.2102724377867566
propiedad personal,1.2079851971131752
comida cena,1.206448422172945
media noche,1.2052644634850558
decidimos quedarnos,1.205040555609684
descuidada mantenimiento,1.2012029622359142
familia único,1.1995825843531813
reservar hotel,1.1994059416101734
habitaciones comida,1.1986913506479182
categoría hotel,1.1981030516667897
cabañas limpias,1.1975932646430667
problemas habitación,1.1956211388266798
duda caro,1.1952670184598908
semana pareja,1.194349243733436
hotel horrible,1.1939069096092627
amplias baños,1.1934345263391557
habitación necesario,1.1931304964921914
pequeña piscina,1.1920605563535074
habitación escucha,1.191311133946784
limpia cama,1.1905717194119156
habitación lista,1.189547204618321
world café,1.1887641699274387
lugar estacionamiento,1.1881113765670563
31 diciembre,1.1877027844048689
directamente hotel,1.1872903962759571
caliente noche,1.1856715731997465
altas horas,1.184933594183181
noches principios,1.1846933828715815
limpio cama,1.1837953380404662
don jose,1.1836786014651999
volveré hotel,1.183392692746846
servicios adicionales,1.1826818975531697
servicio cliente,1.181854887231947
alojamos suite,1.1814621604098885
reservar habitación,1.1802057261297676
kids club,1.1794963046150544
playa genial,1.1788470952236607
habitaciones decoradas,1.1776709164044685
dolor cuello,1.1762085603965051
olía alcohol,1.175808072798301
excelente ubicación,1.1753297974142485
luis magaña,1.1737673472698644
directo laguna,1.1731507548752336
ubicación personal,1.173071672385976
best western,1.1710414540208847
amable piscina,1.1706427681386888
recepción frente,1.1704146860958855
hotel ubicacion,1.1703891554200698
excelente cervisio,1.1692777964825194
personal trabaja,1.1685568651980394
hicimos check,1.1666324561341954
ventanas cerradas,1.166141341644181
visitamos lugares,1.1659030290988948
pesos noche,1.1656881529492547
reservamos habitaciones,1.164497985075937
llamar hotel,1.1630867341655378
ubicación restaurante,1.1629892083855013
página web,1.1624703799397713
lleno gente,1.1606927791459052
habitación agua,1.1598557408523789
precio habitaciones,1.1590546941744093
palenque lugar,1.1568356468883159
resort spa,1.156760363777566
fantástico gustó,1.1566430411213027
vista alberca,1.1561063140429506
mobiliario habitación,1.1555969110734352
servicio atencion,1.154401592904955
jose luis,1.153933309039744
bonitas cómodas,1.153557791354026
mujeres habitaciones,1.1532564482931755
precios altos,1.15196205762695
porte adecuado,1.1519445858294612
bonito detalles,1.1511895475477374
oferta precio,1.1500667556952502
problemas hotel,1.149682381598428
habitación privada,1.149211393372977
alberca jacuzzi,1.1481185268818748
habitaciones renovadas,1.1481183019031702
terraza habitación,1.1473911234493692
vista habitación,1.1450981434051366
hotel maravilloso,1.1449866537362825
mejores experiencias,1.1445633974245484
habitación muebles,1.143878812307722
alberca habitación,1.1435789267917316
cama hotel,1.1433749066961683
agua sale,1.1422726578889408
visitar lugar,1.1411379364145073
habitación cuarto,1.1407550304977832
aspecto negativo,1.140035755321677
atención servicios,1.1396288481796628
bonito jardín,1.139568700024965
habitación fría,1.13855153034596
opción hospedarse,1.1379735069796315
caliente regadera,1.137485358933372
romy bar,1.1371140011560363
instalaciones servicio,1.1368876263898144
anticuadas comida,1.1367424344237513
hotel recepción,1.1363318590304925
habitación horrible,1.1342160817482831
frente hotel,1.1338121350740924
hotel gustó,1.1336720675340708
jardin bonito,1.1329010182897126
pequeño acogedor,1.1325126488759063
techada hotel,1.1321403365261538
cortina ducha,1.1304202693219632
atención amable,1.1304142737041798
cómodas comida,1.1277434593844526
naturaleza relajarse,1.1276106503420527
caliente aire,1.1270019989621756
mañana personal,1.1261500572639296
amabilidad servicio,1.1244635016010731
mesón marques,1.124388424347893
piscina momento,1.1233813344873982
habitaciones cuentan,1.1223268484801838
área habitaciones,1.1199911770104893
personal general,1.1189523780898285
llegamos personal,1.11886851074346
playa personal,1.1187961696210456
doble cama,1.1186532181659414
super limpio,1.1185487460318064
ruido calle,1.1183877282707022
hora check,1.1176386781621506
playa isla,1.116051083361433
huele moho,1.1158510939590536
habitación huele,1.1158510939590536
limpio confortable,1.1148103981636832
queen size,1.1145603996505624
size matrimonial,1.1145603996505624
hotel preciosas,1.114159258574119
hospedamos hotel,1.1134609579402235
acogedor servicial,1.1126870069245018
principal habitaciones,1.1125568550731872
decepción habitaciones,1.1122181712057988
atención instalaciones,1.1110052148121439
supone hotel,1.110604752047414
reservado vista,1.1104203475901293
hubiera quedado,1.1098568559309503
normalmente alojamos,1.108781290710542
covid 19,1.1083807825562706
servicio spa,1.1083687251997298
reservé habitación,1.1063437009256383
hotel frente,1.1059629427615698
descansar familia,1.1048371402849504
increíblemente ruidoso,1.104106111494227
estadía hotel,1.1037608566860886
camas incomodas,1.1032994794060296
pie restaurantes,1.1008236479390467
instalaciones desayuno,1.1008029969828739
sentimos decepcionados,1.1008000638840287
habitación toallas,1.100403082106042
habitaciones agradable,1.1002496256097285
templada alberca,1.097775540363502
hotel mantenimiento,1.0972040584655673
habitación cara,1.09617569834902
hotel justo,1.0961112409921299
montón ruido,1.0955814272599513
dormir ruido,1.09507989227385
limpios servicio,1.0950253042395004
cerca parque,1.0941790112571574
plan incluido,1.0931252170490469
dejar hotel,1.0927756570763318
lindo habitaciones,1.0920725183924784
lavabo tapado,1.0918413321201144
camas sábanas,1.0914481245070067
amigable recomiendo,1.090032944530033
aparte alberca,1.090009518404733
atención impecable,1.0897213797992462
hotel ocasiones,1.089606109678618
habitaciones genial,1.089249888762896
precio beneficio,1.08684589220498
ubicacion servicio,1.0866463275674967
pena visitarlo,1.0865378525928469
volvería alojar,1.086451134842566
agradables personal,1.085541605005316
zona común,1.085345544481468
realidad hotel,1.0851096317299112
quedarse hotel,1.081998504284343
semana familia,1.0815493387400699
limpio habitaciones,1.0813642613565662
saliendo hotel,1.0798461881261798
estacionamiento seguro,1.078964450725271
excelente unico,1.0785676672491915
entorno selvático,1.0782406871023098
agua ducha,1.078030782907236
atención limpieza,1.0764684187639513
habitación recepción,1.076369730286645
cómodas camas,1.0747124328080528
trato huéspedes,1.0746329092200635
cerca alberca,1.0734351513487983
servicio cuartos,1.0734179224560405
hotel bacalar,1.0731410325905555
restaurante malo,1.0730294358067305
quieres descansar,1.0723919052669642
habitación noche,1.07226340895825
llegar personal,1.070758583357704
centro zona,1.0707234087276256
limpia habitación,1.0677862464725933
mantenimiento habitaciones,1.0674535878449518
costo hotel,1.066422839398073
personal increíble,1.066054816598324
hotel genial,1.0653110160119255
encanta isla,1.0649058665224849
funciona habitaciones,1.0647248532772216
bar hotel,1.0643105801898425
habitaciones vistas,1.064102254201663
toalla extra,1.0638351796764713
duras piedra,1.0635937793088746
instalaciones hermosas,1.0633275775560525
gimnasio pequeño,1.0615690117612089
ruido música,1.0594266546723032
extra habitación,1.0592030868161153
complejo precioso,1.0585334429331983
solucionar problemas,1.0585009087548811
100 noche,1.0583321712547853
disponible vestíbulo,1.0575668849866962
estadía corta,1.0569482622423803
centro estacionamiento,1.05578804976826
cómoda habitación,1.055451620317897
vale precio,1.0553797880266138
mar piscina,1.054530070806135
feo habitaciones,1.0540569885296753
noche recepción,1.0537219698316314
amable entorno,1.052666615530379
recepción agradable,1.052454745463591
regadera salia,1.051721608240716
viejo cama,1.0516679919810603
comodas comida,1.0511711304782418
restaurante francés,1.0503561253147073
precio personal,1.0493070589678997
ubicación justo,1.0492944586034842
encarecidamente hotel,1.0491522390238996
maya bell,1.0483387287758086
hotel laguna,1.0482626295111286
abrir ventana,1.0468898315729647
pequeño detalle,1.0466607259160359
toalla playa,1.046439303874164
personas recepción,1.0462230117530542
dormir habitaciones,1.0453747043810697
servicios ofrece,1.0450917204150252
coche centro,1.0447978094691304
transporte hotel,1.0444020659788782
centro san,1.043238107605438
único hotel,1.043035733240319
regresaría recomiendo,1.041791584752708
hotel hermoso,1.0405326609351715
oír sonidos,1.040304735855485
acondicionado tv,1.0386234766377382
olor orina,1.0383594993373493
barato precio,1.037070711101282
restaurantes centro,1.0368484864238443
piscina pequeña,1.036788252983854
baño cortina,1.0356016167712807
hotel céntrico,1.0353773770216341
playa carmen,1.0338921967981263
señal internet,1.0333810869358364
quedamos noche,1.032340592565575
toalla persona,1.032335349656802
cabañas tulum,1.0308787479759076
pie plaza,1.029948689991053
hotel tuvimos,1.028564339151034
reserve booking,1.0284461619434186
servicio lugar,1.0278513918364176
familias niños,1.0275763430403546
piscina fría,1.0268831974128756
comida típica,1.0265694936987353
cabañas instalaciones,1.0262142737050435
cómodas restaurante,1.0259574330878154
city express,1.0258168260474294
señora recepción,1.0253060764123332
funciona comida,1.025034864287091
mala gestión,1.024106386628083
estuve noches,1.0234284161784166
propiedad cuidada,1.0226055098756242
precio pague,1.0223477278260185
ruidoso huéspedes,1.0222935280512289
pie centro,1.0221627873314558
restaurante excelente,1.0216730474091116
meses calor,1.0212862686811186
comida buenísima,1.0197492454831694
habitación calor,1.0193798169700596
agradable ubicación,1.019241559860509
afuera habitación,1.0192165453481228
incluía desayuno,1.0184689575435437
habitación restaurante,1.018222988310231
habitaciones limpian,1.0181408074348397
servicio ambiente,1.01797436243509
alto precio,1.017739645224799
moho negro,1.0176890321950025
calidad habitaciones,1.0169137864632356
wifi personal,1.0165502827383501
funcionaba cambiaron,1.0164641193983628
temperatura agua,1.0163472337477475
artículos tocador,1.0159518799869653
desayuno sabroso,1.0157345926718775
hotel pequeña,1.015551248134948
hospedo atención,1.01495189684824
seguro niños,1.0138940856843401
habitaciones colchones,1.0128577050160399
edificio principal,1.011874056633168
justo playa,1.0109333381243395
hotel dejar,1.0108806964847816
norte calle,1.0105695688420946
llegaba habitación,1.0101617868864108
puedes caminando,1.0098987336090737
complejo agradable,1.00885771047811
masaje pareja,1.0086639853700399
costo noche,1.008374867125354
toallas limpias,1.0065346305228062
hermoso hotel,1.00633868611276
personal seguridad,1.0057267477104026
bajamos desayunar,1.0050491374368127
básicas cama,1.0023821883952755
toalla manos,1.001562984114504
ruidoso noche,1.0002561916554322
estupendo personal,0.997679527259298
televisión cable,0.996981727474344
noche alberca,0.9959455372260282
